"Brand","Model","Year","Engine_Size","Fuel_Type","Transmission","Mileage","Doors","Owner_Count","Price","Region","car_age","mileage_per_year","high_mileage_indicator","age_mileage_interaction","mileage_per_engine_size","owner_impact_score","luxury_brand_indicator","engine_size_per_door","transmission_fuel_combo","fuel_type_efficiency_score","brand_mean_price_ratio","model_popularity_score","doors_category","rare_model_indicator","log_price","log_mileage","age_x_mileage","brand_x_region","owner_stability_score","transmission_popularity","fuel_efficiency_per_mile","estimated_original_price","depreciation_rate","region_price_deviation","mileage_variance","Fuel_Type_encoded","Transmission_encoded","Region_encoded","doors_category_encoded","transmission_fuel_combo_encoded","brand_x_region_encoded","cpi_year","inflation_adjustment","price_inflation_adjusted","original_price_inflation_adjusted","outlier_flag"
"Ford","Fiesta",2023,2.6,"Hybrid","Manual",273840,4,1,9123,"Oceania",1,273840,1,273840,105323.076923077,0.2,0,0.65,"Manual-Hybrid",9045.843182,1.02809674702713,342,"Sedan",0,9.11855397634547,12.5202992732041,547680,"Ford-Oceania",0.5,0.33841980332316,0.0660661489618101,10548.0402358654,712.52011793271,1.03038174824595,9.12799999939147,2,1,4,2,6,22,308.735,1.03575882229096,8808.03504026269,10925.2257321776,0
"BMW","X5",2021,2.7,"Diesel","Semi-Automatic",181615,5,1,9467,"South America",3,60538.3333333333,0,544845,67264.8148148148,0.2,1,0.54,"Semi-Automatic-Diesel",8192.595142,1.09517522401005,299,"SUV/Family",0,9.15556734612889,12.1096443408572,726460,"BMW-South America",0.5,0.332429072001808,0.180434759402926,12655.5371464078,797.134286601944,1.06923424428854,3.02691666646487,0,2,5,1,8,11,280.806,1.1387755247395,8313.31530607458,14411.8159547608,0
"Chevrolet","Malibu",2013,1.1,"Petrol","Automatic",70756,4,5,9184,"North America",11,6432.36363636364,0,778316,64323.6363636364,1,0,0.275,"Automatic-Petrol",8165.243868,1.021866722739,317,"Sedan",0,9.12521811855935,11.1669926175634,849072,"Chevrolet-North America",0.166666666666667,0.329151124675031,1.38456543092923,21939.9933905355,1062.99944921129,1.03727128969536,0.393088888862683,3,0,3,2,3,15,234.719,1.36237373199443,6741.17518880463,29890.4706753969,0
"Chevrolet","Equinox",2013,2,"Diesel","Automatic",279322,3,5,5913,"Africa",11,25392.9090909091,1,3072542,139661,1,0,0.666666666666667,"Automatic-Diesel",8192.595142,0.657915715543957,306,"SUV/Family",0,8.68490859582083,12.5401205171807,3351864,"Chevrolet-Africa",0.166666666666667,0.329151124675031,0.351948354672185,14125.7818944072,684.398491200604,0.667833747383348,1.55178888878544,0,0,0,1,0,12,234.719,1.36237373199443,4340.21873817528,19244.5941968229,0
"Ford","Fiesta",2012,1.1,"Electric","Semi-Automatic",88523,2,5,9029,"South America",12,7376.91666666667,0,1062276,80475.4545454545,1,0,0.55,"Semi-Automatic-Electric",9818.188368,1.01750362039987,342,"Sports",0,9.10819689830748,11.3910176842369,1150799,"Ford-South America",0.166666666666667,0.332429072001808,1.44163333315262,23193.2346487515,1089.55651144243,1.0197650778157,0.453964102533838,1,2,5,3,9,23,231.221,1.38298424451066,6528.63547494332,32075.8780984622,0
"Toyota","RAV4",2010,2.8,"Electric","Automatic",129441,3,4,10811,"Asia",14,9245.78571428571,0,1812174,46228.9285714286,0.8,0,0.933333333333333,"Automatic-Electric",9818.188368,1.23655226576097,314,"SUV/Family",0,9.28831941329277,11.7709804578496,1941615,"Toyota-Asia",0.2,0.329151124675031,1.13762842602892,32108.6199011357,1419.84132674238,1.22103004278055,0.57529333329498,1,0,1,1,1,49,220.472,1.45041093653616,7453.74964271754,46570.6934616898,0
"Kia","Sportage",2013,4.1,"Diesel","Manual",205001,4,1,7999,"Oceania",11,18636.4545454545,0,2255011,50000.243902439,0.2,0,1.025,"Manual-Diesel",8192.595142,0.902609138790875,299,"Sedan",0,8.98707181284882,12.2307701361574,2460012,"Kia-Oceania",0.5,0.33841980332316,0.479536135288982,19109.1035639039,925.841963658656,0.903433476292813,1.13889444436852,0,1,4,2,4,40,234.719,1.36237373199443,5871.36981002267,26033.7407374237,0
"Volkswagen","Passat",2011,3.8,"Diesel","Automatic",123345,4,5,10233,"Asia",13,9488.07692307692,0,1603485,32459.2105263158,1,0,0.95,"Automatic-Diesel",8192.595142,1.14897031028899,315,"Sedan",0,9.23337307108675,11.7227405860731,1726830,"Volkswagen-Asia",0.166666666666667,0.329151124675031,0.929776765278577,28264.5251990509,1287.96608564649,1.15574881396479,0.587357142817986,0,0,1,2,0,55,227.223,1.40731792116115,7271.27811429912,39777.1728457353,0
"Audi","A4",2010,1.8,"Diesel","Manual",284378,4,2,3212,"Europe",14,20312.7142857143,1,3981292,157987.777777778,0.4,1,0.45,"Manual-Diesel",8192.595142,0.362042281266361,328,"Sedan",0,8.07464907506665,12.5580596180823,4265670,"Audi-Europe",0.333333333333333,0.33841980332316,0.432109535501929,9539.62511538691,421.841674359128,0.362773887467498,1.26390222213796,0,1,2,2,4,2,220.472,1.45041093653616,2214.54480181378,13836.3765978122,0
"Ford","Fiesta",2016,3.2,"Diesel","Semi-Automatic",85000,3,1,10400,"Africa",8,10625,0,680000,26562.5,0.2,0,1.06666666666667,"Semi-Automatic-Diesel",8192.595142,1.17200549918691,342,"SUV/Family",0,9.24956108512946,11.3504065354725,765000,"Ford-Africa",0.5,0.332429072001808,0.867359412273994,19984.201605157,1064.91128946189,1.17461034547384,0.629629629587654,0,2,0,1,8,18,242.637,1.31791523963781,7891.25103588461,26337.4838474308,0
"Honda","Civic",2005,1.8,"Electric","Automatic",161998,5,1,7660,"South America",19,8526.21052631579,0,3077962,89998.8888888889,0.2,0,0.36,"Automatic-Electric",9818.188368,0.882017220171488,317,"SUV/Family",0,8.94376726273464,11.9953392684593,3239960,"Honda-South America",0.5,0.329151124675031,1.21198735547902,32701.6599773863,1252.08299886931,0.865145696762464,0.539993333297334,1,0,5,1,1,29,198.1,1.61420999495204,4745.35532796498,52787.3463870201,0
"Chevrolet","Impala",2005,3.7,"Electric","Semi-Automatic",230850,3,3,6683,"Asia",19,12150,1,4386150,62391.8918918919,0.6,0,1.23333333333333,"Semi-Automatic-Electric",9818.188368,0.74359051699311,336,"SUV/Family",0,8.80732226751107,12.3495234279351,4617000,"Chevrolet-Asia",0.25,0.332429072001808,0.850538256854507,28530.7041290956,1092.38520645478,0.754800090269392,0.7694999999487,1,2,1,1,9,13,198.1,1.61420999495204,4140.10569931983,46054.5477682057,0
"Audi","A4",2000,3.4,"Hybrid","Automatic",100297,5,5,7994,"Africa",24,4179.04166666667,0,2407128,29499.1176470588,1,1,0.68,"Automatic-Hybrid",9045.843182,0.901047944098161,328,"SUV/Family",0,8.98644653927127,11.5158910632335,2507425,"Audi-Africa",0.166666666666667,0.329151124675031,2.25420226420925,49055.8076258317,1642.47230503327,0.902868759780566,0.267458666648836,2,0,0,1,2,0,174.6,1.83147193585338,4364.79524665781,89844.334957333,0
"Hyundai","Tucson",2014,2.1,"Diesel","Manual",200967,3,4,6380,"Europe",10,20096.7,0,2009670,95698.5714285714,0.8,0,0.7,"Manual-Diesel",8192.595142,0.731169394903486,316,"SUV/Family",0,8.76092337633884,12.2108959944579,2210637,"Hyundai-Europe",0.2,0.33841980332316,0.448400056533551,14174.5162002834,708.592381843949,0.720578269627222,1.21798181810062,0,1,2,1,4,32,236.252,1.35353351506019,4713.58849190837,19185.6827368472,0
"Mercedes","C-Class",2004,3.2,"Hybrid","Automatic",201279,5,5,6974,"North America",20,10063.95,0,4025580,62899.6875,1,1,0.64,"Automatic-Hybrid",9045.843182,0.777046766697413,285,"SUV/Family",0,8.8499442272356,12.2124472842784,4226859,"Mercedes-North America",0.166666666666667,0.329151124675031,0.943679616602086,32014.0061038058,1192.38124303837,0.78766659128217,0.638980952338354,2,0,3,1,2,45,191.7,1.66810119979134,4180.80150105543,53402.6019918858,0
"Mercedes","E-Class",2011,2.3,"Hybrid","Manual",186140,3,5,6977,"Oceania",13,14318.4615384615,0,2419820,80930.4347826087,1,1,0.766666666666667,"Manual-Hybrid",9045.843182,0.777381028283317,308,"SUV/Family",0,8.85037430393924,12.1342543577397,2605960,"Mercedes-Oceania",0.166666666666667,0.33841980332316,0.680306652277147,19271.141631367,878.152973669069,0.788005421189518,0.88638095232186,2,1,4,1,6,46,227.223,1.40731792116115,4957.65732468142,27120.6229790574,0
"Hyundai","Elantra",2012,1.3,"Electric","Automatic",110716,5,1,10285,"Africa",12,9226.33333333333,0,1328592,85166.1538461538,0.2,0,0.26,"Automatic-Electric",9818.188368,1.17869549005993,330,"SUV/Family",0,9.23844180208706,11.6147236430313,1439308,"Hyundai-Africa",0.5,0.329151124675031,1.15269214735074,26419.5833827012,1241.12179866933,1.16162186569216,0.567774358936507,1,0,0,1,1,30,231.221,1.38298424451066,7436.81646470174,36537.8675648115,0
"Honda","Civic",2007,1.4,"Petrol","Manual",91339,2,2,5773,"Africa",17,5372.88235294118,0,1552763,65242.1428571429,0.4,0,0.7,"Manual-Petrol",8165.243868,0.664736998962141,317,"Sports",0,8.66094715506093,11.4223331385731,1644102,"Honda-Africa",0.333333333333333,0.33841980332316,1.60879176881903,21316.1360534556,863.507558525312,0.652021685040431,0.33829259257004,3,1,0,3,7,24,211.445,1.51233181205514,3817.28398092409,32237.0706637365,0
"Volkswagen","Passat",2022,3.3,"Petrol","Automatic",233451,3,4,10830,"North America",2,116725.5,1,466902,70742.7272727273,0.8,0,1.1,"Automatic-Petrol",8165.243868,1.21600199945565,315,"SUV/Family",0,9.29007533999504,12.3607274839624,700353,"Volkswagen-North America",0.2,0.329151124675031,0.104927444395898,13464.1707599984,878.056919999453,1.22317596552709,5.18779999965415,3,0,3,1,3,57,298.808,1.07016880404808,10119.8988038465,14408.9355197266,0
"Audi","A4",2008,4.8,"Diesel","Semi-Automatic",150832,2,2,8283,"Africa",16,9427,0,2413312,31423.3333333333,0.4,1,2.4,"Semi-Automatic-Diesel",8192.595142,0.933622732169761,328,"Sports",0,9.02196050059826,11.9239219136359,2564144,"Audi-Africa",0.333333333333333,0.332429072001808,0.92326841685394,28443.1398035023,1185.89057667661,0.935509374188445,0.591498039176253,0,2,0,3,8,0,211.398,1.51266804794747,5475.75524665781,43025.0287640609,0
"Volkswagen","Tiguan",2003,1.3,"Electric","Semi-Automatic",52894,4,2,7242,"Europe",21,2518.7619047619,0,1110774,40687.6923076923,0.4,0,0.325,"Semi-Automatic-Electric",9818.188368,0.813138179137382,338,"Sedan",0,8.88765269032559,10.8760451898636,1163668,"Volkswagen-Europe",0.333333333333333,0.332429072001808,4.08194391291859,35746.5104186921,1295.659564486,0.817935396338611,0.160284848474163,1,2,2,2,9,56,185.5,1.72385444743935,4201.05073880072,61621.7809656995,0
"Audi","Q5",2020,2.7,"Diesel","Automatic",179934,3,1,10701,"Europe",4,44983.5,0,719736,66642.2222222222,0.2,1,0.9,"Automatic-Diesel",8192.595142,1.20616888288647,333,"SUV/Family",0,9.278092474027,12.100345395967,899670,"Audi-Europe",0.5,0.329151124675031,0.227649235074108,15381.8871670477,936.177433409538,1.20860627951111,2.39911999984006,0,0,2,1,0,2,262.045,1.2203056726898,8769.11436166054,18770.6041666228,0
"Hyundai","Tucson",2022,3,"Hybrid","Automatic",55945,5,2,15081,"North America",2,27972.5,0,111890,18648.3333333333,0.4,0,0.6,"Automatic-Hybrid",9045.843182,1.72833317312531,316,"SUV/Family",0,9.62119095236068,10.9321243442418,167835,"Hyundai-North America",0.333333333333333,0.329151124675031,0.485049144670051,18749.1375098371,1222.71250327902,1.70329794423952,1.24322222213934,2,0,3,1,2,33,298.808,1.07016880404808,14092.1693315613,20064.7420658354,0
"Audi","A4",2014,4.5,"Hybrid","Manual",167035,4,5,10459,"Oceania",10,16703.5,0,1670350,37118.8888888889,1,1,1.125,"Manual-Hybrid",9045.843182,1.17889172470887,328,"Sedan",0,9.25521813075427,12.0259586502782,1837385,"Audi-Oceania",0.166666666666667,0.33841980332316,0.59566990530752,23236.8753822515,1161.62503475014,1.18127400031836,1.01233333326584,2,1,4,2,6,4,236.252,1.35353351506019,7727.18213744039,31451.8896151544,0
"Mercedes","GLA",2020,1.9,"Hybrid","Automatic",202766,4,4,10444,"South America",4,50691.5,0,811064,106718.947368421,0.8,1,0.475,"Automatic-Hybrid",9045.843182,1.16367600105933,292,"Sedan",0,9.25378292981902,12.2198078837839,1013830,"Mercedes-South America",0.2,0.329151124675031,0.223055643607814,15012.4688882017,913.693777640334,1.17957985078162,2.70354666648643,2,0,5,2,2,47,262.045,1.2203056726898,8558.51139082167,18319.8009453517,0
"Chevrolet","Impala",2015,2.1,"Electric","Automatic",247108,2,1,9257,"Asia",9,27456.4444444444,1,2223972,117670.476190476,0.2,0,1.05,"Automatic-Electric",9818.188368,1.02998913898028,336,"Sports",0,9.13313530106721,12.4175807670091,2471080,"Chevrolet-Asia",0.5,0.329151124675031,0.397307697860941,19126.73224348,986.973224347995,1.04551615077417,1.64738666655684,1,0,1,3,1,13,237.761,1.34494303102696,6882.81941052302,25724.3652371869,0
"Toyota","Camry",2014,5,"Hybrid","Semi-Automatic",185806,5,3,10583,"South America",10,18580.6,0,1858060,37161.2,0.6,0,1,"Semi-Automatic-Hybrid",9045.843182,1.21047383484861,308,"SUV/Family",0,9.26700421909372,12.1324583976284,2043866,"Toyota-South America",0.25,0.332429072001808,0.535496079486807,23512.3675466457,1175.39704969506,1.19527896982208,1.1260969696219,2,2,5,1,10,53,236.252,1.35353351506019,7818.7942021734,31824.7774927985,0
"Audi","Q5",2021,2.4,"Diesel","Manual",42569,5,5,11948,"Africa",3,14189.6666666667,0,127707,17737.0833333333,1,1,0.48,"Manual-Diesel",8192.595142,1.34672514837188,333,"SUV/Family",0,9.388319179336,10.6588815678251,170276,"Audi-Africa",0.166666666666667,0.33841980332316,0.769745626758744,15972.151455084,1006.037863771,1.34944657766552,0.709483333286034,0,1,0,1,4,0,280.806,1.1387755247395,10491.9711922445,18188.695154482,0
"Hyundai","Sonata",2023,1.6,"Diesel","Semi-Automatic",242697,3,3,7746,"Asia",1,242697,1,242697,151685.625,0.6,0,0.533333333333333,"Semi-Automatic-Diesel",8192.595142,0.887717575693167,303,"SUV/Family",0,8.9549318600747,12.3995690306989,485394,"Hyundai-Asia",0.25,0.332429072001808,0.0675123930630122,8955.9486645855,604.974332292752,0.874858820773113,8.08989999946067,0,2,1,1,8,31,308.735,1.03575882229096,7478.57496677351,9276.20284132939,0
"Toyota","Corolla",2014,1.7,"Electric","Automatic",124805,3,3,11003,"North America",10,12480.5,0,1248050,73414.7058823529,0.6,0,0.566666666666667,"Automatic-Electric",9818.188368,1.25851304968717,310,"SUV/Family",0,9.30592324186991,11.7345077982175,1372855,"Toyota-North America",0.25,0.329151124675031,0.86527426009486,24445.486167981,1222.04419708918,1.24271515685083,0.756393939343513,1,0,3,1,1,51,236.252,1.35353351506019,8129.09313110781,33087.7848203025,0
"Hyundai","Elantra",2017,1.4,"Diesel","Manual",31301,2,1,9973,"North America",7,4471.57142857143,0,219107,22357.8571428571,0.2,0,0.7,"Manual-Diesel",8192.595142,1.14293924378879,330,"Sports",0,9.20763672040187,10.3514053248997,250408,"Hyundai-North America",0.5,0.33841980332316,2.0933521075729,17822.2376563129,981.154707039115,1.12638355532794,0.260841666649277,0,1,3,3,4,33,247.805,1.2904299751821,7728.43175670393,22998.3496965253,0
"Kia","Optima",2021,4.8,"Petrol","Semi-Automatic",277838,2,3,9643,"Oceania",3,92612.6666666667,1,833514,57882.9166666667,0.6,0,2.4,"Semi-Automatic-Petrol",8165.243868,1.08811850548324,319,"Sports",0,9.17398754251038,12.5347934890045,1111352,"Kia-Oceania",0.25,0.332429072001808,0.117552333599672,12890.8149047016,811.953726175404,1.08911226551964,4.63063333302462,3,2,4,3,11,40,280.806,1.1387755247395,8467.86727542803,14679.7445074214,0
"Audi","A3",2022,1.7,"Diesel","Automatic",210126,3,5,9697,"Asia",2,105063,0,420252,123603.529411765,1,1,0.566666666666667,"Automatic-Diesel",8192.595142,1.09300249110831,320,"SUV/Family",0,9.17957183830455,12.2554626297716,630378,"Audi-Asia",0.166666666666667,0.329151124675031,0.116965223391345,12055.5922308129,786.197410270979,1.09521120385191,4.66946666635537,0,0,1,1,0,1,298.808,1.07016880404808,9061.18732233602,12901.5187197405,0
"Mercedes","C-Class",2008,4.3,"Diesel","Automatic",155522,4,5,9189,"Europe",16,9720.125,0,2488352,36167.9069767442,1,1,1.075,"Automatic-Diesel",8192.595142,1.02384323762296,285,"Sedan",0,9.12576239550089,11.9545424796939,2643874,"Mercedes-Europe",0.166666666666667,0.329151124675031,0.895428911166974,31554.2691843997,1315.60406967057,1.03783600620761,0.609890196037772,0,0,2,2,0,44,211.398,1.51266804794747,6074.69696505355,47731.134771575,0
"Volkswagen","Passat",2011,4.5,"Petrol","Manual",95736,5,1,9985,"Asia",13,7364.30769230769,0,1244568,21274.6666666667,0.2,0,0.9,"Manual-Petrol",8165.243868,1.12112465046766,315,"SUV/Family",0,9.20883924584992,11.4693496822534,1340304,"Volkswagen-Asia",0.5,0.33841980332316,1.19387377704439,27579.5254678514,1256.75181913224,1.12773887495734,0.455885714255322,3,1,1,1,7,55,227.223,1.40731792116115,7095.05638339458,38813.1604480276,0
"Volkswagen","Tiguan",2002,4,"Petrol","Automatic",201169,2,2,6176,"Africa",22,9144.04545454545,0,4425718,50292.25,0.4,0,2,"Automatic-Petrol",8165.243868,0.693446754260215,338,"Sports",0,8.72842609170461,12.2119006297901,4626887,"Volkswagen-Africa",0.333333333333333,0.329151124675031,0.933439743946081,32779.2845714578,1156.66454658512,0.697537835927543,0.583098550685764,3,0,0,3,3,54,181.8,1.75893839383938,3511.20881870065,57656.742155324,0
"Hyundai","Sonata",2018,4.4,"Electric","Semi-Automatic",202720,5,3,11845,"Europe",6,33786.6666666667,0,1216320,46072.7272727273,0.6,0,0.88,"Semi-Automatic-Electric",9818.188368,1.35747672141564,303,"SUV/Family",0,9.37966111659289,12.219580995555,1419040,"Hyundai-Europe",0.25,0.332429072001808,0.339014135147267,19685.8614946651,1120.12307066644,1.33781341751324,1.93066666653796,1,2,2,1,9,32,252.767,1.26509789648174,9362.91178172152,24904.5419673317,0
"Chevrolet","Equinox",2022,1.3,"Diesel","Semi-Automatic",32421,4,1,11351,"North America",2,16210.5,0,64842,24939.2307692308,0.2,0,0.325,"Semi-Automatic-Diesel",8192.595142,1.26298009253162,306,"Sedan",0,9.33706112475534,10.3865616399713,97263,"Chevrolet-North America",0.5,0.332429072001808,0.758012133789785,14111.8931021922,920.297700730729,1.28201942610323,0.720466666618636,0,2,3,2,8,15,298.808,1.07016880404808,10606.7378875772,15102.1077640274,0
"Chevrolet","Equinox",2003,3.7,"Diesel","Automatic",74560,5,3,8708,"Asia",21,3550.47619047619,0,1565760,20151.3513513513,0.6,0,0.74,"Automatic-Diesel",8192.595142,0.968904118206794,306,"SUV/Family",0,9.07199742235444,11.2193594493595,1640320,"Chevrolet-Asia",0.25,0.329151124675031,2.41662992577297,42982.6860985875,1557.94027720852,0.983510277729443,0.225939393924331,0,0,1,1,0,13,185.5,1.72385444743935,5051.47056524119,74095.8945939398,0
"Chevrolet","Impala",2020,1.2,"Electric","Automatic",153614,5,3,11727,"South America",4,38403.5,0,614456,128011.666666667,0.6,0,0.24,"Automatic-Electric",9818.188368,1.30481609947302,336,"SUV/Family",0,9.36964915446107,11.9421982413755,768070,"Chevrolet-South America",0.25,0.329151124675031,0.319562956665517,16856.6854320127,1025.93708640255,1.32448610782421,2.04818666653012,1,0,5,1,1,17,262.045,1.2203056726898,9609.88731139082,20570.3088554327,0
"Chevrolet","Malibu",2016,1.7,"Petrol","Manual",249622,2,1,5607,"Oceania",8,31202.75,1,1996976,146836.470588235,0.2,0,0.85,"Manual-Petrol",8165.243868,0.623868326916111,317,"Sports",0,8.63177109612367,12.4277030526189,2246598,"Chevrolet-Oceania",0.5,0.33841980332316,0.294383288982538,10774.1748461649,574.130538462769,0.633273096833829,1.84905185172858,3,1,4,3,7,16,242.637,1.31791523963781,4254.44659213509,14199.4492242831,0
"Honda","CR-V",2009,1.3,"Electric","Semi-Automatic",279749,4,2,4505,"South America",15,18649.9333333333,1,4196235,215191.538461538,0.4,0,0.325,"Semi-Automatic-Electric",9818.188368,0.518732059643937,298,"Sedan",0,8.41294317004244,12.5416480515476,4475984,"Honda-South America",0.333333333333333,0.332429072001808,0.561510603141923,14386.9130360671,617.619564754191,0.508809577534582,1.16562083325563,1,2,5,2,9,29,217.347,1.47126484377516,3061.99119693535,21166.959360416,0
"Mercedes","GLA",2010,2.1,"Electric","Manual",276357,3,4,5672,"Oceania",14,19739.7857142857,1,3868998,131598.571428571,0.8,1,0.7,"Manual-Electric",9818.188368,0.631977238415217,292,"SUV/Family",0,8.64329706821196,12.5294487871378,4145355,"Mercedes-Oceania",0.2,0.33841980332316,0.532878965741826,16845.8137155898,744.920914372656,0.640614411493041,1.22825333325145,1,1,4,1,5,46,220.472,1.45041093653616,3910.61585177078,24433.3524479423,0
"Hyundai","Tucson",2001,3.1,"Petrol","Automatic",39292,4,2,8214,"Africa",23,1708.34782608696,0,903716,12674.8387096774,0.4,0,0.775,"Automatic-Petrol",8165.243868,0.94135194509988,316,"Sedan",0,9.0135952945165,10.5787762147948,943008,"Hyundai-Africa",0.333333333333333,0.329151124675031,4.98437920520907,46877.4450300076,1610.97687625032,0.927716286319436,0.109144444437168,3,0,0,2,3,30,177.4,1.80256482525366,4556.84027832069,84499.6335088539,0
"Mercedes","C-Class",2010,3.8,"Diesel","Semi-Automatic",149913,2,3,7901,"South America",14,10708.0714285714,0,2098782,39450.7894736842,0.6,1,1.9,"Semi-Automatic-Diesel",8192.595142,0.880333596741649,285,"Sports",0,8.97474461272273,11.9178104048133,2248695,"Mercedes-South America",0.25,0.332429072001808,0.819652947614855,23465.9333862615,1037.66222575077,0.892365032652771,0.666279999955581,0,2,5,3,8,47,220.472,1.45041093653616,5447.42169337816,34035.2464194627,0
"Kia","Optima",2006,3.4,"Electric","Automatic",74188,3,1,11316,"Asia",18,4121.55555555556,0,1335384,21820,0.2,0,1.13333333333333,"Automatic-Electric",9818.188368,1.27690023934961,319,"SUV/Family",0,9.33397293242146,11.2143576910092,1409572,"Kia-Asia",0.5,0.329151124675031,2.51385420502109,44927.982428566,1769.05170676663,1.2780664105175,0.260308771912471,1,0,1,1,1,37,203.1,1.57447070408666,7187.17723399265,70737.7921274973,0
"Audi","A4",2003,1.2,"Diesel","Manual",11817,4,1,5963,"Asia",21,562.714285714286,0,248157,9847.5,0.2,1,0.3,"Manual-Diesel",8192.595142,0.672122703359687,328,"Sedan",0,8.69332898912311,9.37729445163902,259974,"Audi-Asia",0.5,0.33841980332316,15.224013271729,29433.3666979648,1066.83484990749,0.673480912505819,0.0358090909067036,0,1,1,2,4,1,185.5,1.72385444743935,3459.10874833868,50738.8400853999,0
"Audi","A3",2021,4.7,"Petrol","Manual",231318,2,5,10473,"South America",3,77106,1,693954,49216.5957446808,1,1,2.35,"Manual-Petrol",8165.243868,1.1804697421241,320,"Sports",0,9.25655579577315,12.3515486662033,925272,"Audi-South America",0.166666666666667,0.33841980332316,0.141192690154849,14000.3634239282,881.84085598206,1.18285520655265,3.85529999974298,3,1,5,3,7,5,280.806,1.1387755247395,9196.72031271988,15943.2712046276,0
"Volkswagen","Golf",2013,2.8,"Diesel","Semi-Automatic",91312,4,2,8973,"Asia",11,8301.09090909091,0,1004432,32611.4285714286,0.4,0,0.7,"Semi-Automatic-Diesel",8192.595142,1.00749639345481,320,"Sedan",0,9.10197534729806,11.4220374927765,1095744,"Volkswagen-Asia",0.333333333333333,0.332429072001808,1.07650936997941,21435.9277758357,1038.57731465297,1.01344025287854,0.50728888885507,0,2,1,2,8,55,234.719,1.36237373199443,6586.29845047299,29203.7449227282,0
"Mercedes","GLA",2008,1.4,"Petrol","Semi-Automatic",62819,4,2,6643,"Africa",16,3926.1875,0,1005104,44870.7142857143,0.4,1,0.35,"Semi-Automatic-Petrol",8165.243868,0.740166571719374,292,"Sedan",0,8.80131894766524,11.0480128544686,1067923,"Mercedes-Africa",0.333333333333333,0.332429072001808,2.20907036978802,22811.5148756086,951.089110329916,0.750282358171416,0.24634901959142,3,2,0,2,11,42,211.398,1.51266804794747,4391.57818466109,34506.2496776116,0
"Hyundai","Tucson",2016,2.7,"Petrol","Manual",257462,5,2,6450,"Europe",8,32182.75,1,2059696,95356.2962962963,0.4,0,0.54,"Manual-Petrol",8165.243868,0.739191629643807,316,"SUV/Family",0,8.77183540978982,12.4586274153805,2317158,"Hyundai-Europe",0.333333333333333,0.33841980332316,0.285419308628933,12394.0481108906,660.449790098958,0.72848430079868,1.90712592579878,3,1,2,1,7,32,242.637,1.31791523963781,4894.09319052459,16334.304886147,0
"Mercedes","E-Class",2010,2.5,"Electric","Automatic",95716,2,5,11185,"Africa",14,6836.85714285714,0,1340024,38286.4,1,1,1.25,"Automatic-Electric",9818.188368,1.24623861277754,308,"Sports",0,9.32232887392423,11.4691407525992,1435740,"Mercedes-Africa",0.166666666666667,0.329151124675031,1.53840266496746,33219.3981679958,1468.95987786639,1.26327083789663,0.425404444416084,1,0,0,3,1,42,220.472,1.45041093653616,7711.60759909311,48181.7784080104,0
"Hyundai","Elantra",2014,4,"Diesel","Manual",113849,3,5,10023,"Oceania",10,11384.9,0,1138490,28462.25,1,0,1.33333333333333,"Manual-Diesel",8192.595142,1.14866941146045,330,"SUV/Family",0,9.21263773102487,11.6426282879663,1252339,"Hyundai-Oceania",0.166666666666667,0.33841980332316,0.791485566151414,22268.2093848653,1113.20085316958,1.13203072045041,0.68999393934794,0,1,4,1,4,34,236.252,1.35353351506019,7405.06229692753,30140.7677227931,0
"Kia","Sportage",2000,2.8,"Diesel","Manual",107891,3,3,4742,"Africa",24,4495.45833333333,0,2589384,38532.5,0.6,0,0.933333333333333,"Manual-Diesel",8192.595142,0.535088453074926,299,"SUV/Family",0,8.46421426662535,11.588876737202,2697275,"Kia-Africa",0.25,0.33841980332316,1.89791021303606,29099.6547112452,974.306188449808,0.535577140215092,0.287709333314153,0,1,0,1,4,36,174.6,1.83147193585338,2589.17426315378,53295.2009466691,0
"Audi","Q5",2002,3.4,"Diesel","Manual",3252,2,3,8034,"Oceania",22,147.818181818182,0,71544,956.470588235294,0.6,1,1.7,"Manual-Diesel",8192.595142,0.905556565284542,333,"Sports",0,8.99143781491923,8.0870254706677,74796,"Audi-Oceania",0.25,0.33841980332316,57.5357826766412,42640.6690814592,1504.6377861504,0.907386491878542,0.0094260869558933,0,1,4,3,4,4,181.8,1.75893839383938,4567.52779297944,75002.3099863785,0
"Chevrolet","Impala",2020,4.3,"Petrol","Semi-Automatic",10842,2,2,14183,"Asia",4,2710.5,0,43368,2521.39534883721,0.4,0,2.15,"Semi-Automatic-Petrol",8165.243868,1.57808533630305,336,"Sports",0,9.55979934329461,9.29118275982028,54210,"Chevrolet-Asia",0.333333333333333,0.332429072001808,3.76382588181064,20387.0017465879,1240.80034931758,1.60187485863995,0.144559999990363,3,2,1,3,11,13,262.045,1.2203056726898,11622.4978031428,24878.3738804982,0
"Hyundai","Sonata",2009,4.2,"Diesel","Semi-Automatic",247601,4,5,6047,"Europe",15,16506.7333333333,1,3714015,58952.619047619,1,0,1.05,"Semi-Automatic-Diesel",8192.595142,0.693006478210248,303,"Sedan",0,8.70731756027321,12.4195738585566,3961616,"Hyundai-Europe",0.166666666666667,0.332429072001808,0.529372063598218,19311.3569653934,829.02231033709,0.682968149911569,1.03167083326456,0,2,2,2,8,32,217.347,1.47126484377516,4110.06898287859,28412.120588776,0
